name,address,email,website,phone,lat,lon
Фитнес клуб «Марина клаб»,"Ленинградское шоссе, дом 25А, строение 4",public@marina-club.ru,www.marina-club.ru/,(495) 363-60-61,37.4793327989502,55.8274221562657
Фитнес клуб «Марина клаб»,"Ленинградское шоссе, дом 25А, строение 4",public@marina-club.ru,www.marina-club.ru/,(495) 363-60-61,37.4795634689247,55.8274402730713
Фитнес клуб «Марина клаб»,"Ленинградское шоссе, дом 25А, строение 4",public@marina-club.ru,www.marina-club.ru/,(495) 363-60-61,37.479788774482,55.8274568805301
Фитнес клуб «Марина клаб»,"Ленинградское шоссе, дом 25А, строение 4",public@marina-club.ru,www.marina-club.ru/,(495) 363-60-61,37.4799979867852,55.8274719781088
Фитнес клуб «Марина клаб»,"Ленинградское шоссе, дом 25А, строение 4",public@marina-club.ru,www.marina-club.ru/,(495) 363-60-61,37.4802206101341,55.8274900957003
Дворовая территория,"Кировоградская улица, дом 44А, корпус 2",chu-zhil@yandex.ru,chertanovocentr.mos.ru,(495) 381-66-51,37.5947891947486,55.5986653008538
Учебно-спортивный комплекс «Искра»,"Сельскохозяйственная улица, дом 26, строение 6",info@iskra-sport.ru,iskra-sport.ru,(499) 181-36-14,37.6426634374799,55.8384607722915
Учебно-спортивный комплекс «Искра»,"Сельскохозяйственная улица, дом 26, строение 6",info@iskra-sport.ru,iskra-sport.ru,(499) 181-36-14,37.64267710849,55.8381532586832
Комплекс спортивных сооружений «Теннисный клуб «Спорт Лайт»,"1-я Владимирская улица, дом 10Д",,vseorg.ru/allcomp/54862-towns/moskva/sport-otdyh-turizm/tennisnye-kluby-korty/1001381-sport-layt-tennisnyy-klub.html,(905) 529-02-67,37.7713861095582,55.759965990039
Комплекс спортивных сооружений «Теннисный клуб «Спорт Лайт»,"1-я Владимирская улица, дом 10Д",,vseorg.ru/allcomp/54862-towns/moskva/sport-otdyh-turizm/tennisnye-kluby-korty/1001381-sport-layt-tennisnyy-klub.html,(905) 529-02-67,37.7709596383248,55.7600207386931
Плоскостное спортивное сооружение,"проезд Кадомцева, дом 11, корпус 2",,vk.com/mk_bogatyr,(916) 431-81-32,37.6624681702525,55.8276951882056
Плоскостное спортивное сооружение,"проезд Кадомцева, дом 11, корпус 2",,vk.com/mk_bogatyr,(916) 431-81-32,37.6626965876086,55.8275499289649
Плоскостное спортивное сооружение,"проезд Кадомцева, дом 11, корпус 2",,vk.com/mk_bogatyr,(916) 431-81-32,37.6630053912079,55.8274586390085
Сквер по Олонецкому проезду,"Олонецкий проезд, дом 20",info@bapark.ru,bapark.ru,(499) 184-34-22,37.6611906467469,55.8802880774562
"Зона отдыха «Покровский берег», пляж «Химки-2»","Иваньковское шоссе, дом 2",info@mosparks.ru,mosparks.ru/,(495) 640-73-55,37.4718054784215,55.8326337182974
Спортивный комплекс образовательного учреждения,"Борисовский проезд, дом 13",996@edu.mos.ru,sch996.mskobr.ru,(495) 390-07-09,37.7224001916893,55.6274490607586
Спортивный комплекс образовательного учреждения,"улица Барышиха, дом 17, корпус 1",1944@edu.mos.ru,schusz1944.mskobr.ru,(495) 754-15-79,37.34922034809,55.843012263042
Спортивный комплекс дошкольного образовательного учреждения,"город Зеленоград, корпус 864",1528@edu.mos.ru,gym1528zg.mskobr.ru,(499) 729-81-82,37.205346216646,55.972476800301
Спортивный комплекс образовательного учреждения,"улица Академика Бакулева, дом 20",109@edu.mos.ru,co109.mskobr.ru,(499) 737-48-58,37.475872664237,55.640203443438
Спортивный комплекс образовательного учреждения,"аллея Жемчуговой, дом 7",1028@edu.mos.ru,sch1028v.mskobr.ru,(495) 370-51-00,37.826223650254,55.732933495368
Московский дворец пионеров на Воробьёвых Горах,"улица Косыгина, дом 17, корпус 1",vg@edu.mos.ru,vg.mskobr.ru,(499) 137-90-25,37.558123616503,55.705004914338
Московский дворец пионеров на Воробьёвых Горах,"улица Косыгина, дом 17, корпус 1",vg@edu.mos.ru,vg.mskobr.ru,(499) 137-90-25,37.55816617214,55.705117378361
Спортивный комплекс образовательного учреждения,"Инициативная улица, дом 1",si-intel@edu.mos.ru,int.mskobr.ru,(499) 444-25-71,37.459866983723,55.716557349889
Спортивный комплекс образовательного учреждения,"Инициативная улица, дом 1",si-intel@edu.mos.ru,int.mskobr.ru,(499) 444-25-71,37.460118286466,55.716590659166
Спортивный комплекс образовательного учреждения,"улица Гарибальди, дом 8, корпус 1",117@edu.mos.ru,sch117.mskobr.ru,(499) 134-45-17,37.535949397056,55.675094085331
Спортивный комплекс образовательного учреждения,"улица Паршина, дом 39",kurchat@edu.mos.ru,kurchat.mskobr.ru,(499) 194-10-44,37.451508023541,55.788461878773
Спортивный комплекс образовательного учреждения,"Камчатская улица, дом 10",1598@edu.mos.ru,lyc1598v.mskobr.ru,(495) 466-34-14,37.821846868658,55.8283232978
Спортивный комплекс образовательного учреждения,"Новосибирская улица, дом 8А",1352@edu.mos.ru,sch1352v.mskobr.ru,(495) 466-59-01,37.823212172981,55.816552820841
Спортивный комплекс образовательного учреждения,"Флотская улица, дом 60",sch651@mail.ru,gym1583s-new.mskobr.ru,(495) 453-44-25,37.508670313655,55.853705150309
Спортивный комплекс образовательного учреждения,"Востряковский проезд, дом 5Б",667@edu.mos.ru,sch667u.mskobr.ru,(495) 383-84-56,37.642364384328,55.583405017374
Спортивный комплекс образовательного учреждения,"микрорайон Северное Чертаново, корпус 809",1158@edu.mos.ru,sch1158.mskobr.ru,(495) 319-34-50,37.598460876742,55.634341151284
Спортивный комплекс образовательного учреждения,"Университетский проспект, дом 3",2086@edu.mos.ru,sch2086uz.mskobr.ru,(495) 930-50-70,37.550216450442,55.6947452944
Спортивный комплекс образовательного учреждения,"Родниковая улица, дом 20, корпус 1",1596@edu.mos.ru,gym1596.mskobr.ru,(495) 733-56-73,37.3795216441801,55.6344868616948
Спортивный комплекс образовательного учреждения,"Костромская улица, дом 14, корпус 1",1370@edu.mos.ru,sch1370sv.mskobr.ru,(499) 902-22-27,37.594803962411,55.883377678638
Спортивный комплекс образовательного учреждения,"Бибиревская улица, дом 5",1370@edu.mos.ru,sch1370sv.mskobr.ru,(499) 902-22-27,37.59469637217,55.88132837679
Спортивный комплекс образовательного учреждения «ГБОУ «ЦОиС «Москва-98» Москомспорта»,"улица Удальцова, дом 40",s1953@mossport.ru,sch1953.mskobr.ru,(499) 432-39-01,37.494520442943,55.684462386508
Спортивный комплекс образовательного учреждения,"5-я Парковая улица, дом 60",crtd@edu.mos.ru,crtd.mskobr.ru,(499) 163-91-32,37.788281441686,55.805686962939
Спортивный комплекс образовательного учреждения,"улица Александра Невского, дом 4",cdt@edu.mos.ru,cdt.mskobr.ru,(499) 251-90-21,37.5927028693304,55.7776118101071
Спортивный комплекс образовательного учреждения,"3-й квартал Капотня, дом 24",kapotnya@edu.mos.ru,kapotnya.mskobr.ru,(495) 355-84-47,37.7979200067063,55.6352040604917
Городской стадион,"город Троицк, Октябрьский проспект, дом 14",troitsk@mos.ru,admtroitsk.ru,(495) 851-00-75,37.2989344468157,55.4757998162135
Дворовая территория,"город Зеленоград, корпус 158А",gbuzelenograd@zelao.mos.ru,gbuzelenograd.ru/,(499) 736-78-86,37.2045452174385,56.010919637794
Дворовая территория,"город Зеленоград, корпус 1118",gbukrukovo@zelao.mos.ru,gbukrukovo.ru/,(499) 731-77-78,37.1840357230856,55.9963384941572
Дворовая территория,"город Зеленоград, корпус 1615",gbukrukovo@mail.ru,gbuzelenograd.ru/,(499) 717-75-10,37.1564835961766,55.9733319680996
Дворовая территория,"улица Марьинский Парк, дом 35, строение 1",L_dez@inbox.ru,lublino.mos.ru,(495) 350-18-88,37.7899340762393,55.665102941529
Дворовая территория,"Шипиловская улица, дом 5, корпус 1",sonbr@mos.ru,gbu-obs.ru/,(495) 394-01-36,37.7023874303216,55.6186940161454
Спортивный комплекс образовательного учреждения,"улица Маршала Катукова, дом 21, корпус 2",1519@edu.mos.ru,gym1519.mskobr.ru,(495) 757-37-17,37.413507192799,55.807906603715
Горнолыжный комплекс «Кант»,"Электролитный проезд, дом 7Б, строение 2",info@kant-sport.ru,www.kant.ru/sport,(495) 604-10-21,37.611479946292,55.6754239223316
Дворовая территория,"Неманский проезд, дом 1, корпус 3",vmo_strogino@mail.ru,Строгино.рф,(495) 942-82-55,37.3978958036398,55.8173290219661
Спортивный комплекс образовательного учреждения,"Белозерская улица, дом 12",gyms@edu.mos.ru,gsg.mskobr.ru,(495) 707-07-62,37.615099247677,55.896339911878
Дворец тенниса «ЦСКА»,"Ленинградский проспект, дом 39, строение 12",brd@cska.ru,cska.ru,(495) 613-79-01,37.5376136949134,55.7931077239513
Дворец тенниса «ЦСКА»,"Ленинградский проспект, дом 39, строение 12",brd@cska.ru,cska.ru,(495) 613-79-01,37.537372964279,55.7932177368645
Дворец тенниса «ЦСКА»,"Ленинградский проспект, дом 39, строение 12",brd@cska.ru,cska.ru,(495) 613-79-01,37.5361659702222,55.7930243155834
Дворовая территория,"Кировоградская улица, дом 22",chertanovocentr@mail.ru,chertanovocentr.mos.ru,(495) 389-16-66,37.6018125162623,55.6167539004076
Дворовая территория,"Планерная улица, дом 14, корпус 5",severnoe-tushino@mos.ru,severnoe-tushino.mos.ru/,(495) 948-46-12,37.4392174131703,55.8629797010332
Дворовая территория,"Планерная улица, дом 14, корпус 5",severnoe-tushino@mos.ru,severnoe-tushino.mos.ru/,(495) 948-46-12,37.4389427133196,55.8629139243225
Фитнес клуб «Х-Фит»,"Угличская улица, дом 13, строение 1",rtk-manager@xfit.ru,www.xfit.ru,(499) 682-72-66,37.5670282692088,55.9019391237209
Дворовая территория,"проезд Досфлота, дом 16, корпус 1",SZAO-UTUSH@mos.ru,tushino-juzhnoe.mos.ru/,(495) 490-65-20,37.4582787033511,55.8485195795954
"Парк, озелененная городская территория «Памятник природы «Серебряный бор»","Таманская улица, дом 2А, строение 1",dir-serbor@mos.eco.ru,www.mospriroda.ru,(499) 199-01-10,37.4069886460755,55.7781408541792
Спортивный комплекс образовательного учреждения,"Тамбовская улица, дом 10",1636@edu.mos.ru,gym1636u.mskobr.ru,(495) 397-05-83,37.746671101582,55.603818999393
Дворовая территория,"улица Мусы Джалиля, дом 9, корпус 6",Sozbk@uao.mos.ru,zyablikovo.mos.ru,(499) 725-43-94,37.7498321922328,55.6273594331645
Стадион «Свиблово»,"Тенистый проезд, дом 6",radugasviblovo@mail.ru,sviblovo.mos.ru,(499) 181-73-51,37.6372112625656,55.8609213089333
Комплекс спортивных сооружений,"город Троицк, Центральная улица, дом 15",troitsk@mos.ru,admtroitsk.ru,(495) 840-66-46,37.3033749573821,55.4711998094142
Физкультурно-оздоровительный комплекс «Арена Плей»,"посёлок Коммунарка, дом 11, строение 1",info@arenaplay.ru,arenaplay.ru,(495) 428-59-33,37.4798808142613,55.5697454110007
Физкультурно-оздоровительный комплекс «Арена Плей»,"посёлок Коммунарка, дом 11, строение 1",info@arenaplay.ru,arenaplay.ru,(495) 428-59-33,37.4795969310363,55.5696922485207
Комплекс спортивных сооружений,"город Троицк, Центральная улица, дом 15",troitsk@mos.ru,admtroitsk.ru,(495) 840-66-46,37.303176473915,55.4712927502958
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.4774341704141,55.6174467709417
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.477684765786,55.6174559411082
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.4779686573305,55.6174786606623
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.4782350343933,55.6175057575511
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.4773230833279,55.6178397025463
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.4775850688942,55.6178631857989
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.4770222486977,55.6178009219474
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1865456353935,55.5394817407982
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1862398635658,55.5395212860303
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1857972990779,55.5395760406603
Комплекс спортивных сооружений «Будь Здоров»,"посёлок завода Мосрентген, дом 39",bzsport1@yandex.ru,www.bzsport.ru,(495) 339-00-16,37.4775069340764,55.6181827678561
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1849228989395,55.5396733826385
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1852152597221,55.539639921487
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1846493136197,55.5397174904853
Комплекс спортивных сооружений «Русская теннисная академия»,"вблизи деревни Рогозинино, дом 7Б/Н",info@vnukovocountry.club,vnukovocountry.club/sport/,(495) 032-98-19,37.1843462240013,55.5397615985051
